brand,phone_name,phone_price,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X21,248,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y85,175,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y83,162,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X21i,280,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z1,172,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y75s,248,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Nex S,583,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Nex,440,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z1i,195,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y97,195,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X23,332,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z3i,248,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z3,254,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y73,205,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z1 Lite,190,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y93,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X21s,362,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y93s,181,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo NEX Dual Display,431,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo U1,151,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo iQOO,378,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo V15,692,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo S1,280,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X27 Pro,426,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z3x,170,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo S1 Pro,362,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z5x,144,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo iQOO Neo,361,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y7s,242,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z5,322,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Nex 3,539,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo U3x,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo U3,230,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo iQOO Neo 855,445,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y5s,239,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo S5,297,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z5i,272,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Y9s,280,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X30 Pro,506,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo X30,452,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo iQOO 3,583,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo Z6,323,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo NEX 3s 5G,680,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo S6,385,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivo,Vivo iQoo Neo3,456,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 3T,319,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 5,311,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 5T,277,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 6,482,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 7 Pro,710,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 7,661,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 7T,640,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 7T Pro,737,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 8 Pro,882,,,,,,,,,,,,,,,,,,,,,,,,,,
OnePlus,OnePlus 8,665,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel XL,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 2 XL,219,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 2,166,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 3,348,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 3 XL,371,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 3a XL,434,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 3a,541,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 4 XL,800,,,,,,,,,,,,,,,,,,,,,,,,,,
Google,Google Pixel 4,508,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R7 Plus,150,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R7s,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R9,167,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R9 Plus,208,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A37,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A59S,167,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R9s Plus,276,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R9s,180,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A57,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A77,208,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R11 Plus,248,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R11,185,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R11s Plus,311,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R11s,230,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A79,219,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R15,258,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A1,191,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Find X,528,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A5,172,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R17,342,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo RX17 Pro,441,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A7x,195,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo K1,226,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo R15x,270,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo RX17 Neo,334,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno 10X Zoom,646,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno,324,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A9,342,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A9X,310,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo K3,332,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno Z,403,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno 2Z,304,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A5 2020,183,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A9 2020,226,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A11x,330,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno Ace,422,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A11,195,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno 3 Pro,552,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno 3,357,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A91,281,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo A8,195,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppo,Oppo Reno Ace 2,617,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia Lumia 930,346,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia Lumia 635,86,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia Lumia 530,85,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 5,224,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 3,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 2,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 8 Sirocco,436,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 1,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 5.1,140,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 5.1 Plus,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia X7,319,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 3.1 Plus,130,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 8.1,357,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 3.2,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 4.2,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 1 Plus,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 9 Pureview,400,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia X71,541,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 2.2,119,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 6.2,235,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 7.2,218,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Nokia 2.3,147,,,,,,,,,,,,,,,,,,,,,,,,,,
